ident,name,runway,latitude,longitude
SIOF,Fazenda Cachoeira Airport,Nova Alvorada Do Sul,-54.389047,-21.453959
SIOG,Oasis Graal Heliport,Rio Bonito,-42.45639038,-22.79777718
SIOH,Cauê-Ijaci Heliport,Ijaci,-44.94111252,-21.19444466
SIOI,Rio Arraias Airport,União Do Sul,-54.34527969,-11.76222229
SIOJ,Fazenda Soroteca Airport,São José Dos Quatro Marcos,-58.30833435,-15.63138866
SIOK,Fazenda Água Doce Airport,Nobres,-56.23888779,-14.6422224
SIOL,Fazenda Pontal Airport,Corumbaíba,-48.8440102,-18.322459
SIOM,Rio Ouro Airport,União Do Sul,-54.19388962,-11.53888893
SION,Rio Negro Airport,Feliz Natal,-54.07138824,-11.64444447
SIOO,Fazenda Piquiri Airport,Porto Murtinho,-57.90277863,-22.02388954
SIOP,Fazenda Londrina II Airport,Porto Murtinho,-57.85027695,-21.97222137
SIOQ,Fazenda Mato Alto Airport,Iguatemi,-54.31416702,-23.50388908
SIOR,Fazenda São Miguel Airport,Corumbá,-57.15333176,-18.09805679
SIOS,Fazenda Santa Josefa Airport,Jateí,-53.96305466,-22.76944351
SIOT,Fazenda Santa Vergínia Airport,Santa Rita Do Pardo,-52.406461,-21.488007
SIOU,Fazenda Santa Helena Airport,Corumbá,-57.01472092,-18.29805565
SIOV,Taua Airport,Prado,-39.15888977,-16.90138817
SIOW,Hospital Alemão Osvaldo Cruz Heliport,São Paulo,-46.64305496,-23.56944466
SIOX,Centro de Distribuição Ponto Frio Heliport,Guarulhos,-46.40555573,-23.42916679
SIOY,Caravelas Heliport,Bertioga,-45.92722321,-23.76833344
SIOZ,Fazenda Santa Fé Airport,Santana Do Araguaia,-50.35722351,-9.588055611
SIPA,Aeroclube de São José do Rio Pardo Airport,São José Do Rio Pardo,-46.93333435,-21.64472198
SIPB,CAVU - Clube de Aviação Ultraleve Airport,Raposa,-44.12472153,-2.44166708
SIPC,Portal do Céu Airport,Belém,-48.42944336,-1.314721942
SIPD,Vitória Hotel Residence Heliport,Campinas,-47.04833221,-22.90222168
SIPE,Itapessoca Airport,Goiana,-34.85649872,-7.656010151
SIPF,Hotel Glória Heliport,Rio De Janeiro,-43.17305756,-22.92250061
SIPG,Fazenda Água Preta Airport,Cocalinho,-51.46640015,-14.13809967
SIPH,Fazenda Palmeiras Airport,Caseara,-49.77388763,-9.60194397
SIPJ,Fazenda Marreco Airport,São Gonçalo Do Abaeté,-45.2155571,-18.10861015
SIPK,SESC Pantanal Airport,Poconé,-56.42219925,-16.49740028
SIPL,Fazenda Entre Serras Airport,Planalto Da Serra,-54.4766655,-14.62222195
SIPM,Praia do Morcego Heliport,Angra Dos Reis,-44.34777832,-23.03861046
SIPN,Fazenda Progresso Airport,Porto Murtinho,-57.69055557,-21.51000023
SIPO,Sebastião José Pereira Airport,Condeúba,-41.95666885,-14.92416668
SIPP,Lura Heliport,Angra Dos Reis,-44.28027725,-23.0158329
SIPQ,Fazenda Rancho Estrela Airport,São Miguel Do Passa Quatro,-48.73805618,-16.99833298
SIPR,Fazenda São José Airport,Paraúna,-50.74277878,-17.00111008
SIPS,Haras Forum Heliport,Pedro Leopoldo,-44.14694214,-19.65888889
SIPT,Petrobrás Refinaria de Paulínea Replan Heliport,Paulínea,-47.13750076,-22.76861191
SIPU,Fazenda Lagoa da Capa Airport,Perdizes,-47.36277771,-19.44833374
SIPV,Aquarius Heliport,Cotia,-46.86555481,-23.60333252
SIPX,Gramado Heliport,Campinas,-47.00361252,-22.90749931
SIPY,Ambrósio Airport,Portel,-50.81138992,-1.981389046
SIPZ,Papaiz Heliport,Diadema,-46.61694336,-23.67638969
SIQA,Senador Antônio Farias Airport,Baia Formosa,-35.04472351,-6.40749979
SIQB,Monte Verde Airport,Portel,-50.32138824,-3.274167061
SIQC,Fazenda Paraíso Airport,Costa Rica,-52.99583435,-19.15722275
SIQD,Fazenda Estância Regina Airport,Terenos,-54.79055786,-20.6408329
SIQE,Botelho Airport,Brasília,-47.72027969,-15.9416666
SIQF,Recanto das Marés Heliport,Governador Celso Ramos,-48.53027725,-27.38583374
SIQG,Fazenda Morro Alto Airport,Nova Canaã Do Norte,-55.71055603,-10.50611115
SIQH,Universidade Mogi das Cruzes Heliport,São Paulo,-46.73444366,-23.52750015
SIQI,Aerolis Airport,Palmares Do Sul,-50.47083282,-30.54222107
SIQJ,Morro do Chapéu II Airport,Chapada Dos Guimarães,-55.80070114,-14.95829964
SIQK,Rodrigues Airport,Nova Odessa,-47.33416748,-22.78138924
SIQL,Duas Rodas Heliport,Jaraguá Do Sul,-49.06416702,-26.48333359
SIQM,Fazenda Bom Jardim Airport,Porteirão,-50.12361145,-17.90027809
SIQN,Fazenda Flor da Mata Airport,São José Do Xingu,-52.80194473,-10.71666718
SIQO,Fazenda Mercedes Estância Airport,Corumbá,-55.48500061,-18.33416748
SIQP,Chimical Heliport,Mogi Das Cruzes,-46.16888809,-23.58277893
SIQQ,Aero Resende Airport,Bom Jesus,-49.79611206,-18.13361168
SIQR,Fazenda Triângulo Airport,Bonópolis,-49.82055664,-13.58194447
SIQS,Fazenda Terra do Sol Airport,Porto Estrela,-57.1297226,-15.37638855
SIQT,Minerva Heliport,Rio De Janeiro,-43.21416855,-22.86611176
SIQU,Alcoolvare Airport,Aparecida Do Taboado,-51.30888748,-20.08638954
SIQV,Fazenda Sol Aberto Airport,Sapezal,-58.58000183,-12.89500046
SIQW,Fazenda Santa Maria do Jauru Airport,Porto Esperidião,-58.55305481,-15.81638908
SIQX,Fazenda Barranquinho Airport,Porto Estrela,-57.46805573,-15.63666725
SIQY,Fazenda Amizade Airport,Sorriso,-55.94499969,-12.62805557
SIQZ,Fazenda Carolina Airport,Buritis,-46.4430542,-15.64916706
SIRA,Fazenda Magiana Airport,Sorriso,-55.24277878,-12.38861084
SIRB,Fazenda Mimoso Airport,Rio Brilhante,-54.38166809,-21.77111053
SIRC,Fazenda Jarinã Airport,Peixoto De Azevedo,-53.58527756,-10.32527828
SIRD,Rancho Jatobá Airport,Novo Santo Antônio,-50.935497,-12.241211
SIRE,Fazenda Rancho Estrela IV Airport,São Domingos,-46.54138947,-13.65194416
SIRF,José Múcio Monteiro Airport,Rio Formoso,-35.27166748,-8.631111145
SIRG,Fazenda Esperança Airport,Alto Da Boa Vista,-51.61777878,-12.0336113
SIRH,Fazenda Morada da Lua Airport,Coxim,-54.31361008,-18.26722145
SIRI,Barra Grande Airport,Maraú,-38.93583298,-13.90361118
SIRJ,Caima Airport,Itaituba,-56.2181015,-4.303589821
SIRL,Virgínia Lyra Heliport,Conceição Das Alagoas,-48.26472092,-19.98194313
SIRN,Fazenda Jaó Airport,Nova Xavantina,-51.98972,-14.75833
SIRP,Frei Caneca Heliport,Recife,-34.87055588,-8.057499886
SIRQ,Fazenda Maranata Airport,Chupinguaia,-60.872107,-12.771169
SIRR,Lagoa dos Coqueiros Airport,Paranaíta,-56.987778,-9.235556
SIRS,Fazenda São Sebastião Airport,Campo Florido,-48.78944397,-19.64249992
SIRT,Marca de Casco Airport,São José Do Rio Claro,-57.02166748,-13.72749996
SIRU,Fazenda Bahia Airport,Pedra Preta,-54.07416534,-16.92138863
SIRV,Fazenda Morro Branco Airport,Porto Esperidião,-58.76583481,-16.11805534
SIRW,Fazenda Serra Vermelha Airport,Sambaíba,-45.302776,-6.872778
SIRX,Vila Velha Heliport,Angra Dos Reis,-44.34277725,-23.02444458
SIRY,Hiper Bergamini Heliport,São Paulo,-46.58222198,-23.46527863
SIRZ,Condomínio Faria Lima Pinheiros Heliport,São Paulo,-46.69111252,-23.56916618
SISA,Transpel Heliport,São Carlos,-47.86888885,-22.00250053
SISB,Fazenda Eldorado - Agropecuária Paleana S/A Airport,Bom Jesus Do Araguaia,-51.68694305,-12.15416718
SISC,Senador Carlos Lyra Heliport,Delta,-47.76861191,-19.95694351
SISD,Fazenda São Sebastião Airport,Aparecida Do Rio Doce,-51.27166748,-18.14805603
SISE,Fazenda Kanaxuê Airport,São Félix Do Araguaia,-50.8666687,-12.0158329
SISF,Fazenda Santa Feliciana Airport,Bonito,-56.67333221,-20.94111061
SISH,Vega Heliport,Fortaleza,-38.54222107,-3.720000029
SISI,Fazenda Sete Ilhas Airport,Acreúna,-50.47055435,-17.63416672
SISJ,Fazenda São José do Piquiri Airport,Corumbá,-55.55916595,-17.45416641
SISK,Fazenda Cimal Airstrip,Aporé,-52.0474,-18.8645
SISL,Fazenda Santa Lúcia Airport,Barão De Melgaço,-55.90722275,-16.89416695
SISM,Hospital Metropolitano Norte Heliport,Paulista,-34.890833,-7.920278
SISN,Fazenda Nossa Senhora Aparecida Airport,Sonora,-53.89389038,-17.54500008
SISO,Fazenda Santo Ambrósio Airport,Marajó Park Resort,-49.58055496,-0.091666996
SISP,Santa Paula Airport,Ipiguá,-49.39139938,-20.70389938
SISQ,Tino Heliport,Joinville,-48.933334,-26.306389
SISR,Brigadeiro Heliport,São Paulo,-46.66944504,-23.58388901
SISS,Fazenda Lagoa do Campo Airport,Ribas Do Rio Pardo,-53.4011116,-20.38472176
SISU,Fazenda Pontal do Lagoa Airport,Santa Rita Do Pardo,-53.15499878,-20.87000084
SISW,Fazenda Mato Grosso Airport,Campos de Júlio,-59.16278,-13.82278
SISX,Santa Terezinha Airport,Aquidauana,-56.05611038,-19.37722206
SISY,Piraquara Airport,Piraquara,-49.14389038,-25.45138931
SISZ,Santa Felicidade Airport,Itaituba,-56.63972092,-5.575832844
SITA,Nossa Senhora da Conceição Airport,Itaituba,-56.16666794,-7.220277786
SITB,Fazenda Touro Branco Airport,Naviraí,-53.78749847,-23.01416779
SITC,Carmine Castaldo Airport,Tabaporã,-56.83666611,-11.30222225
SITD,Cara Preta Airport,Itaituba,-57.48249817,-5.10611105
SITE,Telefônica Heliport,São Paulo,-46.64194489,-23.55888939
SITF,Fazenda Depósito Airport,Pacaraima,-60.73329926,4.108329773
SITH,Fazenda Itaipu Airport,Turvelândia,-50.38805771,-17.67361069
SITI,Madenorte Airport,Porto De Moz,-52.91444397,-2.318888903
SITJ,Fazenda São Gabriel Airport,Balsas,-46.14444351,-7.490555763
SITK,Jomarca Heliport,Guarulhos,-46.4383316,-23.48777771
SITL,Fazenda Flores Airport,Tamboril,-40.234167,-5.049167
SITM,Trama Heliport,São Paulo,-46.72639084,-23.65055656
SITN,Fazenda Santo Antônio Diamandoré Airport,Corumbá,-57.55611038,-18.24305534
SITO,Muriçoca Airport,Itaituba,-56.63611221,-7.154167175
SITP,Sítio Santa Izabel Heliport,Ibiúna,-47.2733345,-23.60222244
SITQ,Telesp Celular Heliport,São Paulo,-46.69861221,-23.62000084
SITR,Fazenda Córrego Limpo Airport,Terenos,-55.069444,-20.173333
SITT,Fazenda Guaíra Airport,Balsas,-45.95416641,-7.090833187
SITU,Fazenda Santa Genoveva Airport,Turvelândia,-50.34222031,-17.94000053
SITV,Fazenda Chapadão Airport,Santa Rita Do Trivelato,-55.67388916,-13.41083336
SITW,Fazenda Santa Luzia Airport,São Raimundo Das Mangabeiras,-45.41194534,-6.823332787
SITX,Fazenda Chapéu de Pano Airport,Aquidauana,-55.52166748,-19.77444458
SITY,Fazenda São Geraldo Airport,Aquidauana,-55.86277771,-19.4038887
SITZ,Fazenda MRV Airport,Monte Azul,-43.35972214,-14.91777802
SIUA,Fazenda Barra do Lagoa Airport,Santa Rita Do Pardo,-53.2108345,-20.87277794
SIUB,Aerojaco Airport,Sorriso,-55.15083313,-13.50500011
SIUC,Selva de Pedra Airport,Itaituba,-56.67083359,-7.226388931
SIUD,Montes Horere Heliport,São Paulo,-46.60889053,-23.53805542
SIUE,Grande Hotel São Pedro Heliport,Águas De São Pedro,-47.88083267,-22.5988884
SIUF,Fazenda São Francisco Airport,Peixoto De Azevedo,-53.70166779,-10.15694427
SIUG,Fazenda Santa Irene Airport,Sandovalina,-51.9094429,-22.49500084
SIUH,Fazenda Santa Ana Airport,Itaúba,-55.8797226,-11.13972187
SIUJ,Pista Santa Tereza Airport,Itaituba,-57.58444214,-5.185832977
SIUK,Serra Verde Airport,Jacareacanga,-56.99139023,-6.925000191
SIUL,Agrosserra Airport,São Raimundo Das Mangabeiras,-45.89166641,-6.775556087
SIUM,Fazenda Planeste Airport,Balsas,-46.84999847,-8.556111336
SIUN,Uniban II Heliport,São Bernardo Do Campo,-46.58000183,-23.64500046
SIUO,Fazenda Santa Adélia Airport,São José Do Xingu,-52.28583145,-10.72194386
SIUP,Ford Camaçari Heliport,Camaçari,-38.2733345,-12.67361069
SIUQ,Fazenda Primavera Airport,Campo Grande,-54.33416748,-20.97750092
SIUR,Fazenda Ribeirão Airport,Camapuã,-53.49972153,-19.60750008
SIUS,Fazenda Dona Rosa S. Rezek Airport,Jateí,-54.04472351,-22.71472168
SIUT,São Paulo do Piauí Airport,Prado,-39.179722,-17.012778
SIUV,Fazenda São Matheus Airport,Selvíria,-51.7836113,-20.31777763
SIUW,Candote Airport,Três Lagoas,-52.30160141,-20.83919907
SIUX,Pista Comunidade São Domingos Airport,Itaituba,-56.05055618,-6.422222137
SIUY,Santos Dumont Airport,Novo Progresso,-55.875,-7.012777805
SIUZ,Boa Esperança Airport,Novo Progresso,-55.96027756,-7.661388874
SIVA,Cereal Citrus Heliport,Brasília,-47.3694458,-15.70694447
SIVB,Vide Bula Heliport,Belo Horizonte,-43.96611023,-19.98500061
SIVC,Fazenda Iporanga Airport,Mutunópolis,-49.47722244,-13.7588892
SIVD,Fazenda dos Três Rios Airport,Unaí,-46.2737999,-16.94499969
SIVE,Fazenda Royal Airport,Itapetininga,-48,-23.506944
SIVG,Clube Aerodesportivo Selva Airport,Sinop,-55.44444275,-11.87555599
SIVH,Sítio Santa Catarina Heliport,Orlândia,-47.88083267,-20.70472145
SIVI,Monte Sinai Heliport,Campinas,-47.06361008,-22.91222191
SIVJ,Cirrus Sociedade Aerodesportiva Airport,Jaboticatubas,-43.89972305,-19.45277786
SIVK,Crispiano Airport,Monte Alegre De Goiás,-46.95305634,-13.22277832
SIVL,Sítio Flor de Lys Airport,Junco Do Seridó,-36.67250061,-6.945278168
SIVM,Vista Mar Heliport,Rio De Janeiro,-43.34000015,-22.9327774
SIVN,Fazenda Sansara Airport,Montes Claros,-43.768225,-16.599993
SIVO,Fazenda Malu Airport,Bom Jesus Do Araguaia,-51.77416611,-12.44805622
SIVP,Fazenda Bandeirante Airport,Nova Crixás,-50.53610992,-14.4463892
SIVQ,Fazenda Annalu Airport,Deodápolis,-54.20111084,-22.08222198
SIVR,Fazenda São Raimundo Airport,Itaituba,-56.74000168,-7.625
SIVS,Vicente Spisso Heliport,Vargem Grande Paulista,-47.00055695,-23.61111069
SIVT,Fazenda Boa Vitória Heliport,Brumadinho,-44.11444473,-20.2836113
SIVU,João Moteiro Airport,Vila Velha,-40.33333206,-20.42277718
SIVV,Fazenda Bororeo Airport,Barão De Melgaço,-56.23305511,-16.92749977
SIVW,Banaer de Jacupiranga Airport,Jacupiranga,-48.02639008,-24.71527863
SIVX,Cia. Brasileira de Alumínio Heliport,Alumínio,-47.26666641,-23.51666641
SIVY,Fazenda Sapucaí Airport,Tasso Fragoso,-45.76333237,-8.29888916
SIVZ,Mata-Fome Airport,Itaqui,-56.54861069,-29.19083214
SIWA,Fazenda Estrela do Aripuanã Airport,Aripuanã,-59.36861038,-10.74888897
SIWB,Fazenda Sperafico Airport,Amambaí,-55.28666687,-23.1902771
SIWC,Fazenda Santa Rita Airport,Diamantino,-57.36611176,-14.1338892
SIWD,Fazenda Cinco Estrelas Airport,Apiacás,-58.10499954,-8.363611221
SIWE,Nelson Pizzani Airport,Monte Carlo,-50.95650101,-27.21269989
SIWF,Algodoeira Airport,Diamantino,-57.55055618,-14.18555641
SIWG,Fazenda São José Airport,Rosário Oeste,-55.81999969,-14.55638885
SIWH,Fazenda Frigorífico Atlas Airport,Santana Do Araguaia,-50.425556,-9.4125
SIWI,Guapirama Airport,Diamantino,-57.24277878,-13.93416691
SIWJ,Campo Verde Airport,Campo Verde,-55.141441,-15.528713
SIWK,Fazenda Santa Fé Airport,Santa Rita Do Trivelato,-55.38360977,-14.05138874
SIWL,Fazenda Espigão Airport,Diamantino,-56.93611145,-14.125
SIWM,Fazenda Bandeirantes Airport,Goiatuba,-49.53527832,-17.99138832
SIWN,Fazenda Vargem das Flores Airport,Joviânia,-49.58194351,-17.84277725
SIWP,Fazenda Água Doce Airport,Laguna Carapã,-54.44083405,-22.86722183
SIWQ,Fazenda Mateira Airport,Santa Rita Do Pardo,-53.07833481,-20.96611023
SIWR,Fazenda Amazonas Airport,Nova Crixás,-50.48916626,-13.79972172
SIWS,Hotel Portobello Heliport,Mangaratiba,-44.07444382,-22.94916725
SIWT,Santa Helena Airport,Itaituba,-56.6594429,-7.840278149
SIWU,Fazenda Nossa Senhora da Candelária Airport,Corumbá,-57.59833145,-18.51861191
SIWV,Boa Vista Airport,Itaituba,-56.71444321,-7.85611105
SIWW,Funchal Heliport,São Paulo,-46.69166565,-23.59416771
SIWX,Blausiegel Heliport,Cotia,-46.89777756,-23.59805679
SIWY,Fazenda Campo Augusta Airport,Corumbá,-55.76889038,-17.50972176
SIWZ,Fazenda Fazendinha Airport,Aquidauana,-56.48666763,-19.48555565
SIXA,Fazenda União Suzanópolis Airport,Suzanópolis,-51.09166718,-20.53166771
SIXB,Fazenda Ilha Verde Airport,Corumbá,-57.40222168,-18.50555611
SIXC,Embrase Heliport,São Paulo,-46.69944382,-23.52555656
SIXD,Fazenda da Paz Airport,Santana Do Livramento,-55.5672226,-30.83944321
SIXE,Aeroclube de Eldorado do Sul Airport,Eldorado Do Sul,-51.44361115,-30.05027771
SIXF,Fazenda Soledade Airport,Campo Alegre De Goiás,-47.53555679,-17.38333321
SIXG,Fazenda Pouso Alegre Airport,Catalão,-47.45972061,-18.02777863
SIXH,Hospital Unimed Heliport,Joinville,-48.84527969,-26.28305626
SIXI,Fazenda Antônio Andrade Airport,Itororó,-40.09277725,-15.18027782
SIXL,Fazenda São Francisco Airport,Canarana,-52.89222336,-13.31055641
SIXM,Comunidade São Leopoldo do Tapajós Airport,Itaituba,-56.92083359,-4.972221851
SIXN,Soufer Heliport,Campinas,-47.10111237,-22.97611046
SIXO,Fazenda Nossa Senhora de Fátima Airport,Comodoro,-59.65840149,-13.98449993
SIXP,Fazenda Paiaguás Airport,Diamantino,-57.45069885,-14.07229996
SIXQ,Fazenda São João Airport,Paranhos,-55.43583298,-23.84722137
SIXR,Fazenda Santa Maria Heliport,Sorocaba,-47.3666687,-23.54999924
SIXT,Girassol Heliport,Ilhabela,-45.44720078,-23.87890053
SIXU,Condomínio New Place of Business Heliport,São Paulo,-46.63817,-23.60035
SIXV,Fazenda Rancho do Planalto Airport,Alcinópolis,-53.36472321,-18.13944435
SIXW,Cimento Poty Airport,Caaporá,-34.86166763,-7.531667233
SIXX,Usinas Braco Norte Airport,Guarantã Do Norte,-54.95444489,-9.658332825
SIXY,Fábrica Fortaleza Heliport,Eusébio,-38.50027847,-3.902499914
SIXZ,Fazenda Spartacus Airport,Taquarivaí,-48.60833359,-24
SIYA,BSH Continental Eletrodomésticos Ltda. Heliport,Hortolândia,-47.1883316,-22.87055588
SIYB,Almenat Heliport,Embu,-46.88249969,-23.64638901
SIYD,Weril Heliport,Franco Da Rocha,-46.67889023,-23.33333206
SIYE,Fazenda Campo Hélio Airport,Aquidauana,-55.56972122,-19.09638977
SIYF,Fazenda Araras Airport,Itaí,-49.08916855,-23.30833244
SIYG,Gorduras e Margarinas Especiais - GME Heliport,Fortaleza,-38.46777725,-3.716943979
SIYH,Fazenda Cruzeiro Airport,Rio Verde Do Mato Grosso,-55.29166794,-18.98194313
SIYK,Fazenda Sorriso Metálico Airport,Urutai,-48.21527863,-17.45666695
SIYL,Santuário Nacional de Nossa Senhora da Conceição Apare Heliport,Aparecida,-45.23777771,-22.85388947
SIYM,Banco do Brasil Andaraí Heliport,Rio De Janeiro,-43.2508316,-22.92027855
SIYN,Eletro Primavera LTDA Airport,Pimenta Bueno,-61.23055649,-11.90083313
SIYO,Fazenda Goiás Barreiro Airport,Montividiu,-51.30638885,-17.25555611
SIYP,Fazenda Shangri-lá Airport,Alta Floresta,-56.4691658,-10.28250027
SIYQ,Tapurá Airport,Tapurá,-56.49861145,-12.79166698
SIYR,Santa Terezinha Airport,Tapajara,-51.9608345,-28.0522213
SIYS,Helibrás Airport,Itajubá,-45.47916794,-22.43083382
SIYT,Mamuru Airport,Juruti,-56.58610916,-3.116944075
SIYU,Edifício Ronaldo Sampaio Ferreira Heliport,São Paulo,-46.68055725,-23.59944344
SIYV,Mário Henrique Simonsen Heliport,Rio De Janeiro,-43.34638977,-22.99666786
SIYW,Fazenda Salvação Airport,Itaituba,-56.54333115,-5.95222187
SIYX,Fazenda Varginha Airport,Andradas,-46.54999924,-21.95000076
SIYY,Ilha do Caracará Airport,Poconé,-56.84059906,-17.45859909
SIYZ,Condomínio Edifício Berrini 1681 Heliport,São Paulo,-46.69388962,-23.61083221
SIZ,Sissano Airport,Sissano,142.0445,-2.999444444
SIZA,Parque Manoelito Argolo Airport,Entre Rios,-38.0027771,-11.96027756
SIZB,Hospital São José Heliport,Teresópolis,-42.97999954,-22.42499924
SIZC,Fazenda Fenix Airport,Faria Lemos,-41.99555588,-20.77944374
SIZD,Sabre Heliport,Itu,-47.33027649,-23.38722229
SIZE,Coppersteel Bimetálicos Heliport,Campinas,-47.1230545,-22.9972229
SIZF,Nossa Senhora das Graças Airport,Altônia,-53.95611191,-23.99500084
SIZG,Fazenda Encontro das Águas Airport,São Manuel,-48.38790131,-22.60790062
SIZH,Fazenda Vista Alegre Airport,Aparecida Do Taboado,-51.51416779,-19.99305534
SIZI,Fazenda Vitória Airport,Itarumã,-51.47309875,-18.75279999
SIZJ,Fazenda Santa Zélia Heliport,Bebedouro,-48.44722366,-20.9794445
SIZK,Fazenda Vera Cruz Airport,Barra Do Garças,-52.11555481,-14.875
SIZM,Fazenda Santa Clara,Porto Nacional,-48.19444444,-10.70277778
SIZN,Fazenda Santa Ana Airport,Corumbiara,-61.24000168,-13.0041666
SIZO,Calcário Vale do Araguaia Airport,Cocalinho,-51.64390182,-14.19029999
SIZP,Fazenda Sant`Anna da Grama Heliport,Itupeva,-47.07916641,-23.05611038
SIZQ,Fazenda Real Airport,Botucatu,-48.44055557,-23.03611183
SIZR,Fazenda Carolina Airport,Corumbiara,-61.13000107,-12.90055561
SIZS,Agropecuária Equus Airport,Gaúcha,-53.43916702,-13.53750038
SIZT,Fazenda Buriti Airport,Corumbá,-56.79305649,-19.3544445
SIZV,Sada Heliport,Betim,-44.11750031,-19.95972252
SIZW,Darinha Heliport,Cascavel,-38.2480545,-4.111667156
SIZX,Inácio Luís do Nascimento Airport,Juara,-57.5495,-11.2966
SIZY,Coopersucar CTC Heliport,Piracicaba,-47.55944443,-22.69750023
SJAA,Fazenda São José do Rio Branco Airport,Pontes E Lacerda,-59.153332,-15.071389
SJAB,Helisul - Cataratas Heliport,Foz do Iguaçu,-54.432597,-25.692776
SJAC,Fazenda Rio Preto Airport,São Félix Do Araguaia,-51.68722153,-11.47555637
SJAD,Tecno Bag Heliport,Lorena,-45.10861206,-22.75666618
SJAE,Fazenda Furnas Airport,Ribeirão Cascalheira,-51.80110931,-13.14027786
SJAF,Fazenda Água Limpa Airport,Campo Novo Do Parecis,-57.8955574,-13.67083263
SJAG,Fazenda Paredão Airport,Vila Bela Da Santíssima Trindade,-60.28833389,-13.62861061
SJAI,Fazenda Davilândia Airport,Montividiu Do Norte,-48.75,-13.1875
SJAJ,Estação Convention Center Heliport,Curitiba,-49.26722336,-25.43833351
SJAK,Fazenda F5 Airport,Tupaciguara,-48.87194443,-18.36416626
SJAL,Fazenda Santa Maria Airport,Açailândia,-47.23333359,-4.646389008
SJAM,Estância Lajota Heliport,Mairiporã,-46.57110977,-23.24833298
SJAN,Grupo Santander Banespa - Panamericana Park Heliport,São Paulo,-46.72555542,-23.6538887
SJAO,Natura Heliport,Cajamar,-46.82860947,-23.40416718
SJAP,Fazenda Mrajan Heliport,Valinhos,-46.98416519,-22.91500092
SJAQ,Fazenda Renascença Airport,Unaí,-46.36000061,-16.1202774
SJAR,Fazenda Bela Manhã Airport,Santa Clara D`Oeste,-50.89920044,-20.01860046
SJAS,Fazenda São Roque Airport,Reginópolis,-49.17305756,-21.66916656
SJAU,Araguacema Airport,Araguacema,-49.55749893,-8.837719917
SJAV,Nauto Najar Heliport,Americana,-47.30110931,-22.74861145
SJAW,Fazenda Citrícola Airport,Gavião Peixoto,-48.45194244,-21.72527885
SJAX,Fazenda Acalanto Airport,São Desidério,-45.97611237,-12.96500015
SJAY,Fazenda Ventura Airport,São Desidério,-46.20083237,-13.16083336
SJAZ,Fazenda Querubim Airport,São Desidério,-46.02138901,-12.76888943
SJBA,Friboi Heliport,São Paulo,-46.73104,-23.513706
SJBB,Fazenda Bacaba Airport,Caseara,-49.889005,-9.525193
SJBE,Ortosíntese Heliport,São Paulo,-46.7238884,-23.44083214
SJBF,Fazenda J.K. Airport,Mimoso De Goiás,-48.28388977,-15.15888882
SJBG,Edifício Torre Almirante Heliport,Rio De Janeiro,-43.17889023,-22.90916634
SJBH,Tranportadora Americana Heliport,São Paulo,-46.73833466,-23.51472282
SJBI,Edra Heliport,Ipeúna,-47.69777679,-22.4402771
SJBJ,Guancan Heliport,Cotia,-46.85139084,-23.61305618
SJBK,Iriri Airport,Altamira,-54.24499893,-5.679166794
SJBL,Fazenda São José Heliport,Rio Claro,-47.48860931,-22.32999992
SJBN,Aldeia Pykany Airport,Altamira,-54.82972336,-8.166666985
SJBO,Terra Vista Heliport,Porto Seguro,-39.11166763,-16.54305649
SJBP,Atrium VI.com Heliport,São Paulo,-46.68722153,-23.59527779
SJBQ,CBMM Heliport,Araxá,-46.9038887,-19.67583275
SJBR,Fazenda Santa Luzia Airport,Corumbá,-56.38888931,-17.87666702
SJBS,Fazenda Livramento Airport,Corumbá,-56.03111267,-19.26861191
SJBT,Fazenda São João Airport,Aquidauana,-56.09944534,-19.57444382
SJBU,Fazenda Baluarte Airport,Lagoa Dos Patos,-44.79027939,-17.01277733
SJBW,Fazenda Barbacena Airport,São Pedro Do Ivaí,-51.90277863,-23.83944321
SJBX,Severino Lopes Airport,São José Do Mipibu,-35.23972321,-6.019999981
SJBY,João Silva Airport,Santa Inês,-45.34519958,-3.654279947
SJBZ,Fazenda Três Barras Airport,Itarumã,-51.10861206,-18.95722198
SJCA,Comandante Vittorio Bonomi Airport,Mococa,-47.04650116,-21.53039932
SJCB,Classic Heliport,São Paulo,-46.73416519,-23.51333237
SJCC,Álvaro Gama Heliport,Cabo Frio,-42.04694366,-22.86833382
SJCD,Fazenda Pingo D`Água Airport,Pedro Gomes,-53.9375,-17.7211113
SJCE,Usina Eldorado Airport,Rio Brilhante,-54.01889038,-21.85222244
SJCF,Fazenda Estrela D`Alva Airport,Canarana,-52.3069458,-13.18916702
SJCG,Iate Clube de Santos - Angra dos Reis Heliport,Angra Dos Reis,-44.43361282,-22.97805595
SJCI,Cap PM Paulo José de Menezes Filho Heliport,São José Dos Campos,-45.8741684,-23.19444466
SJCJ,Forum Trabalhista de 1ª Instância de São Paulo I Heliport,São Paulo,-46.66110992,-23.52222252
SJCK,Rei da Pamonha Heliport,São Paulo,-46.75666809,-23.44249916
SJCL,Fazenda Araçatuba Airport,Nova Crixás,-50.4086113,-14.53138924
SJCM,Fazenda São Marcus Airport,Pontal Do Araguaia,-52.95083237,-16.12166786
SJCN,Aero Agrícola Cristalina Airport,Cristalina,-47.70833206,-16.90694427
SJCO,Fazenda Aparecida Airport,Penápolis,-50.101112,-21.498055
